firstName,lastName,position,team,playerId,birthdate,points,lower,upper,sdPts,positionRank,dropoff,tier,vor,overallRank,adp,aav,adpDiff,exp,ecrPosition,sdRank,ecrRank,risk
Ryan,Switzer,WR,DAL,2557960,11/4/94,11.635492,6.347226,20.41115,7.5207063,156,0.395038667,22,-21.364508,1313,,0.71,,0,132.2,43.4,296.3,9.75902734
Chris,Harper,WR,NYJ,2553652,12/7/93,11.559,0.782,21.761,11.19414596,157,0.671377667,22,-21.441,1314,,0.18,,2,,,,5.2541604
Mack,Brown,RB,WAS,2553867,9/24/91,6.52804,-0.1,13.7391,8.404115661,138,0.729936667,26,-21.47196,1315,,0.25,,1,,,,4.758574318
Cameron,Wake,DL,MIA,2506314,1/30/82,70.55,66.19,74.91,7.707463915,27,0.25,13,-21.775,1316,,1.39,,8,,,,3.91706163
Marcell,Dareus,DL,BUF,2495478,11/18/89,70.4,68.48,72.32,3.39411255,28,0.325,13,-21.925,1317,,1.09,,6,,,,3.222870367
Akeem,Hunt,RB,HOU,2553660,2/22/93,6.029746667,1.109333333,13.02394,5.805380973,139,0.594260667,26,-21.97025333,1318,,0.96,,2,,,,4.121131301
Josh,Bellamy,WR,CHI,2535964,5/18/89,10.92190667,0.94,21.185184,13.29058895,158,0.486209167,22,-22.07809333,1319,,0.15,,5,,,,5.703391911
Akiem,Hicks,DL,CHI,2533433,11/16/89,70.2,65.96,74.44,7.495331881,29,0.5,13,-22.125,1320,,0.97,,5,,,,3.882921076
Amara,Darboh,WR,SEA,2557905,2/1/94,10.853338,3.0651,22.20046,9.179428251,159,0.856626167,22,-22.146662,1321,,0.43,,0,,,,4.822441206
Cameron,Heyward,DL,PIT,2508109,5/6/89,69.95,64.71,75.19,9.263098834,30,0.7375,13,-22.375,1322,,1.01,,6,,,,4.167425692
George,Atkinson,RB,OAK,2550540,11/29/92,5.56646,0.65676,10.653224,6.259539982,140,0.345541333,26,-22.43354,1323,,0.15,,3,,,,4.232531857
Patrick,DiMarco,RB,BUF,2530763,4/30/89,5.304512,1.5056,9.046096,3.964083959,141,0.331732667,26,-22.695488,1324,,0.17,,6,,,,3.669479991
Tyler,Ervin,RB,HOU,2555234,10/7/93,5.137325333,1.1488,8.740813333,3.777842114,142,0.530667,26,-22.86267467,1325,,0.23,,1,,,,3.623796773
Damon,Harrison,DL,NYG,2535718,11/29/88,69.45,64.61,74.29,8.555992052,31,0.5125,13,-22.875,1326,,1.29,,5,,,,4.053623845
Isaiah,McKenzie,WR,DEN,2558129,4/9/95,10.018057,4.31772,18.7769,8.377577208,160,0.052457,22,-22.981943,1327,,0.25,,0,,,,4.650618382
Demarcus,Robinson,WR,KC,2555478,9/21/94,9.975366667,0,22.10936,10.94955271,161,0.088955,22,-23.02463333,1328,,0.41,,1,126.6,20.9,322.5,6.764863597
Robert,Davis,WR,WAS,2558254,4/2/95,9.955833333,0.422,18.438,10.4710467,162,0.448983333,23,-23.04416667,1329,,0.4,,0,,,,5.099212722
Josh,Malone,WR,CIN,2558127,3/21/96,9.81699,2.99952,19.5028,9.571296726,163,0.636495,23,-23.18301,1330,,0.41,,0,,,,4.906411849
Devante,Mays,RB,GB,2558837,5/26/94,4.808233333,1.198933333,5.962,2.467873954,143,0.480344167,26,-23.19176667,1331,,0.47,,0,,,,3.302474993
Emmanuel,Ogbah,DL,CLE,2555278,11/6/93,68.975,66.595,71.355,4.207285348,32,0.3625,14,-23.35,1332,,0.78,,1,,,,3.35374249
Trey,Flowers,DL,NE,2552278,8/16/93,68.9,67.62,70.18,2.2627417,33,0.825,14,-23.425,1333,,1.05,,2,,,,3.040787412
Brandon,Wilds,RB,CLE,2556454,7/22/93,4.405083333,-0.079,7.61524,3.815433515,144,0.264135833,26,-23.59491667,1334,,0.26,,1,,,,3.633017559
Joe,Banyard,RB,BUF,2535696,11/22/88,4.250695,-0.247333333,10.27471933,6.064519586,145,0.289095,26,-23.749305,1335,,0.11,,5,,,,4.18469535
Charles,Johnson,WR,CAR,2541147,2/27/89,9.19671,1.839342,16.554078,13.00611201,164,0.27137,23,-23.80329,1336,,0.66,,4,,,,5.642433418
Cobi,Hamilton,WR,PIT,2539203,11/13/90,9.16428,0,16.604,8.566718124,165,0.504471667,23,-23.83572,1337,,0.21,,4,,,,4.691148012
D.J.,Foster,RB,NE,2556528,11/22/93,4.0312,0.069,6.17472,3.435949423,146,0.152,27,-23.9688,1338,,0.24,,1,,,,3.539933996
Michael,Bennett,DL,SEA,2507617,11/13/85,68.325,66.865,69.785,2.580939751,34,0.7875,14,-24,1339,,1.25,,8,,,,3.091998243
Joique,Bell,RB,FA,497145,8/4/86,3.892,0.7784,7.0056,5.504119185,147,0.091351667,27,-24.108,1340,,0.07,,7,,,,4.047234868
Ronnie,Hillman,RB,DAL,2533437,9/14/91,3.8664,0.06,7.34984,4.566033687,148,0.155451667,27,-24.1336,1341,,0.27,,5,100.9,18.3,316.5,6.630554584
Alan,Cross,RB,TB,2556508,5/2/93,3.734896667,-0.105,7.896478667,4.439855178,149,0.04973,27,-24.26510333,1342,,0.65,,1,,,,3.786181801
Khiry,Robinson,RB,FA,2542022,12/28/89,3.687,0.03,5.9292,4.214746967,150,0.284883333,27,-24.313,1343,,0.16,,4,,,,3.730965061
Kenbrell,Thompkins,WR,NYJ,2539214,7/29/88,8.6864,-0.48,22.116,12.26384103,166,0.142746667,23,-24.3136,1344,,0.12,,4,,,,5.483377572
Mike,Davis,RB,SEA,2553439,2/19/93,3.683333333,0.115,5.56132,3.084066901,151,0.56375,27,-24.31666667,1345,,0.21,,2,,,,3.453620815
Byron,Marshall,WR,PHI,2556841,2/13/94,8.633216667,0.27,16.29668,9.21711988,167,0.292682,23,-24.36678333,1346,,0.17,,1,,,,4.830517871
Jurrell,Casey,DL,TEN,2495476,12/5/89,67.825,62.365,73.285,9.652007563,35,0.9125,14,-24.5,1347,,0.74,,6,,,,4.230016707
Rashad,Greene,WR,JAC,2552425,9/23/92,8.45409,3.6138,13.46477,5.050387696,168,0.296550333,23,-24.54591,1348,,0.16,,2,,,,3.937659157
Trevor,Davis,WR,GB,2555413,7/4/93,8.226979333,0.339766667,17.16742467,9.176128298,169,0.197885,23,-24.77302067,1349,,0.83,,1,,,,4.821734083
Darrel,Young,RB,CAR,2507737,4/8/87,3.1209,0,6.2418,3.60370491,152,0.073766667,27,-24.8791,1350,,2.51,,8,,,,3.5810827
Bobby,Rainey,RB,BAL,2534571,10/16/87,3.118266667,0.075,5.18688,2.541400786,153,0.180278667,27,-24.88173333,1351,,0.37,,5,,,,3.320510372
Shelton,Gibson,WR,PHI,2558258,3/20/95,8.0881,1.95596,12.6508,6.050977603,170,0.179639,23,-24.9119,1352,,0.22,,0,,,,4.152068285
Antonio,Andrews,RB,FA,2550474,8/17/92,2.976,0.02,4.7816,3.407888105,154,0.100462,27,-25.024,1353,,0.22,,3,,,,3.533050842
Walt,Powell,WR,BUF,2543619,11/23/91,7.970088667,-0.400666667,18.5056,8.653788184,171,0.154779619,23,-25.02991133,1354,,0.13,,3,,,,4.709805621
Stephon,Tuitt,DL,PIT,2543483,5/23/93,67.25,66.25,68.25,1.767766953,36,1.6,15,-25.075,1355,,0.64,,3,,,,2.96112612
Derek,Watt,RB,LAC,2555220,11/7/92,2.899976,1.16032,4.419432,1.859797605,155,0.233717667,27,-25.100024,1356,,0.12,,1,,,,3.153320089
Cedric,Peerman,RB,CIN,79629,10/10/86,2.8511,0,6.37384,3.895278048,156,0.385725,27,-25.1489,1357,,0.27,,8,,,,3.652602606
Trent,Taylor,WR,SF,2558202,4/30/94,7.846833333,5.19666,11.61951333,3.826431086,172,0.152461905,23,-25.15316667,1358,,0.32,,0,,,,3.675386403
Dwayne,Harris,WR,NYG,2495159,9/16/87,7.783784762,2.317554667,14.4904,6.26868073,173,0.222963381,23,-25.21621524,1359,,0.29,,6,,,,4.198718304
Jeff,Janis,WR,GB,2543750,6/9/91,7.604958095,3.230213333,14.1928,5.305683237,174,0.213147262,23,-25.3950419,1360,,0.56,,3,,,,3.99236458
Maurice,Harris,WR,WAS,2556404,11/11/92,7.516684667,2.103750667,12.932388,5.444295721,175,0.329616167,23,-25.48331533,1361,,0.2,,1,,,,4.02206684
Jalston,Fowler,RB,TEN,2552464,7/26/90,2.481416667,-0.036666667,4.868733333,2.353455571,157,0.081978333,27,-25.51858333,1362,,,,2,,,,3.274409334
John,Crockett,RB,OAK,2553511,2/16/92,2.449333333,-0.16,5.032,2.789790211,158,0.143314167,27,-25.55066667,1363,,0.14,,2,,,,3.381437755
James,Develin,RB,NE,2508101,7/23/88,2.349543333,0.918666667,3.634596667,1.393522163,159,0.116020833,27,-25.65045667,1364,,0.09,,7,,,,3.038947496
Jeremy,Butler,WR,BUF,2550183,4/22/91,7.266937,-0.216,16.39989,9.303864413,176,0.256950333,23,-25.733063,1365,,0.13,,3,,,,4.849105725
Ryan,Hewitt,RB,CIN,2550206,1/24/91,2.262495,0.6652,3.986596,1.836763185,160,0.09159,27,-25.737505,1366,,0.11,,3,,,,3.147669981
Derek,Wolfe,DL,DEN,2533026,2/24/90,66.575,66.115,67.035,0.813172798,37,2.0875,16,-25.75,1367,,0.86,,5,,,,2.807493627
Rod,Smith,RB,DAL,2553743,1/10/92,2.20455,0.0264,4.58712,2.47827796,161,0.145532,28,-25.79545,1368,,0.22,,2,,,,3.305026989
C.J.,Ham,RB,MIN,2556803,7/22/93,2.13726,0,5.129424,3.701842909,162,0.175372,28,-25.86274,1369,,0.13,,1,,,,3.605154946
Malachi,Dupre,WR,GB,2558095,10/12/95,7.1072,1.67928,9.40568,5.098409744,177,0.210338333,23,-25.8928,1370,,0.53,,0,,,,3.947949452
Sam,Rogers,RB,LAR,2558196,4/12/95,1.980776,-0.072,5.297528,3.527269217,163,0.073676,28,-26.019224,1371,,0.14,,0,,,,3.562333806
Zach,Line,RB,NO,2539303,4/26/90,1.943,0,3.886,2.119419449,164,0.0718,28,-26.057,1372,,0.03,,4,,,,3.217002669
Jehu,Chesson,WR,KC,2557866,12/29/93,6.912773333,3.3859,8.607366667,3.150019689,178,0.045863667,23,-26.08722667,1373,,0.54,,0,,,,3.530443128
DeAngelo,Yancey,WR,GB,2558025,11/18/94,6.88095,2.68046,9.6358,4.561642761,179,0.088384667,23,-26.11905,1374,,0.39,,0,,,,3.832929562
Senorise,Perry,RB,MIA,2550633,9/19/91,1.8712,0,5.23936,3.7424,165,0.136643333,28,-26.1288,1375,,0.15,,3,,,,3.615103185
Storm,Johnson,RB,MIA,2543570,7/17/92,1.8712,0,4.54588,3.332463272,165,0.061576667,28,-26.1288,1375,,0.15,,3,,,,3.514549902
Chris,Matthews,WR,BAL,2531049,10/6/89,6.852869333,-0.121333333,17.02727467,9.91379353,180,0.307013667,23,-26.14713067,1377,,0.14,,3,,,,4.979802997
Jay,Prosch,RB,HOU,2543695,8/21/92,1.748046667,0.182,3.654273333,1.694499702,167,0.057013333,28,-26.25195333,1378,,0.07,,3,,,,3.112774205
Paul,Turner,WR,PHI,2556785,5/10/93,6.732261333,-0.183333333,14.62935067,7.997096706,181,0.380321333,23,-26.26773867,1379,,0.14,,1,,,,4.569087984
Terrell,Watson,RB,PIT,2553617,8/22/93,1.721066667,0,3.64624,2.564315266,168,0.088273333,28,-26.27893333,1380,,0.17,,2,,,,3.326131059
Antone,Smith,RB,FA,89798,9/17/85,1.661,0.03,2.6876,1.876155999,169,0.141873333,28,-26.339,1381,,0.05,,8,,,,3.157332635
Anthony,Sherman,RB,KC,2495340,12/11/88,1.604586667,0.165,3.385893333,1.495976452,170,0.226473333,28,-26.39541333,1382,,0.04,,6,,,,3.064078484
Malcolm,Johnson,RB,SEA,2553446,8/11/92,1.433666667,-0.373333333,3.6396,2.228762586,171,0.119786667,28,-26.56633333,1383,,,,2,,,,3.243823422
DeAnthony,Thomas,WR,KC,2543638,1/5/93,6.35945,1.5959,11.65681,4.906715511,182,0.083035,23,-26.64055,1384,,0.18,,3,,,,3.90687269
Josh,Huff,WR,TB,2543746,10/14/91,6.34443,-0.1,12.714475,6.16686867,183,0.21923,23,-26.65557,1385,,0.4,,3,,,,4.176901739
Roosevelt,Nix,RB,PIT,2550235,3/30/92,1.32256,0.172,3.21836,1.872041748,172,0.03396,28,-26.67744,1386,,2.26,,3,,,,3.156323452
Brandon,Bolden,RB,NE,2532797,1/26/90,1.3052,-0.2,3.001,1.533723139,173,0.033533333,28,-26.6948,1387,,0.23,,5,,,,3.07333736
Jerome,Felton,RB,FA,230,7/3/86,1.272,0.03,2.0652,1.427449474,174,0.043608333,29,-26.728,1388,,,,9,,,,3.047269518
Troymaine,Pope,RB,IND,2557531,11/29/93,1.271333333,-0.16,2.676,1.51006899,175,0.127088333,29,-26.72866667,1389,,0.18,,1,,,,3.067535239
Rodney,Adams,WR,MIN,2558047,9/15/94,6.2084,1.57024,8.284,3.42708462,184,0.41544,23,-26.7916,1390,,0.21,,0,,,,3.589813355
Keith,Smith,RB,DAL,2550400,4/8/92,1.18545,0,2.79046,1.614677391,176,0.142963333,29,-26.81455,1391,,0.13,,3,,,,3.093194609
Juwan,Thompson,RB,DEN,2550263,5/13/92,1.10304,-0.3,2.2486,1.26091738,177,0.232869333,29,-26.89696,1392,,0.11,,3,,,,3.0064209
David,Moore,WR,SEA,2558856,1/15/95,6.042,0.366,8.4544,4.218746236,185,0.53819,24,-26.958,1393,,0.13,,0,,,,3.759452761
Joe,Kerridge,RB,GB,2556415,9/17/92,0.981933333,0,2.35664,1.700758423,178,0.256062667,29,-27.01806667,1394,,0.15,,1,,,,3.114309405
Marcus,Murphy,RB,NYJ,2552647,10/3/91,0.758408,-0.45,1.656,1.082157212,179,0.065241333,29,-27.241592,1395,,0.12,,2,,,,2.96257286
Bishop,Sankey,RB,MIN,2543682,9/15/92,0.693333333,0,1.466,1.034563784,180,0.057833333,29,-27.30666667,1396,,0.22,,3,,,,2.950898679
Reggie,Bush,RB,FA,2506874,3/2/85,0.693,0.1386,1.2474,0.980049999,181,0.148,29,-27.307,1397,,0.12,,11,,,,2.937527006
Paul,Lasike,RB,FA,2553551,6/18/90,0.578,0.1156,1.0404,0.817415439,182,0.100166667,29,-27.422,1398,,,,1,,,,2.897634413
Tanner,McEvoy,WR,SEA,2556612,1/26/93,5.54392,-0.1,13.5628,6.951704576,186,0.082093,24,-27.45608,1399,,0.19,,1,,,,4.345078513
Marquez,Williams,RB,JAC,2558860,7/16/94,0.512,0,1.024,0.552116654,183,0.0975,30,-27.488,1400,,0.09,,0,,,,2.832559337
Jared,Abbrederis,WR,DET,2543774,12/17/90,5.4637,0.382,10.25296,5.486175284,187,0.011483,24,-27.5363,1401,,0.34,,3,,,,4.031040907
Brandon,Tate,WR,BUF,81306,10/5/87,5.459954,1.8714,8.27145,3.18726846,188,0.015964,24,-27.540046,1402,,0.43,,8,,,,3.538424895
Arrelious,Benn,WR,JAC,497270,9/8/88,5.44448,-0.1,10.118,5.405684366,189,0.013563333,24,-27.55552,1403,,0.13,,7,,,,4.013793094
Taiwan,Jones,RB,BUF,2495467,7/26/88,0.443666667,-0.32,1.154,0.755727258,184,0.251,30,-27.55633333,1404,,0.52,,6,,,,2.882502934
Stacy,Coley,WR,MIN,2557896,5/13/94,5.4435,0.372,7.8676,3.850004312,190,0.130350476,24,-27.5565,1405,,0.33,,0,,,,3.680437738
Noah,Brown,WR,DAL,2558091,7/19/97,5.418333333,0.182,8.02,4.013513908,191,0.389715143,24,-27.58166667,1406,,0.34,,0,,,,3.715475019
Sheldon,Richardson,DL,NYJ,2540142,11/30/90,64.725,60.105,69.345,8.167083323,38,0.5,17,-27.6,1407,,1.01,,4,,,,3.99103283
Aaron,Green,RB,LAR,2556541,10/15/92,0.385333333,0,0.8192,0.57266007,185,0.385333333,30,-27.61466667,1408,,0.15,,1,,,,2.837598427
Brenton,Bersin,WR,CAR,2535966,5/9/90,5.207965714,0.87092,11.42946667,4.632552689,192,0.400330381,24,-27.79203429,1409,,0.09,,4,,,,3.848124334
Dare,Ogunbowale,RB,HOU,2559362,,0,0,0,0,186,0.07,32,-28,1410,,0.18,,0,,,,2.697130773
Jahad,Thomas,RB,NYJ,2559266,11/6/95,0,0,0,0,186,0.035,32,-28,1410,,0.18,,0,,,,2.697130773
Alexander,Armah,RB,CAR,2558833,5/17/94,0,0,0,,186,0,32,-28,1410,,0.25,,0,,,,
Austin,Ekeler,RB,LAC,2559169,5/17/95,0,0,0,0,186,0,32,-28,1410,,0.07,,0,,,,2.697130773
Brandon,Radcliff,RB,TEN,2558898,3/18/93,0,0,0,,186,0,32,-28,1410,,0.1,,0,,,,
Brandon,Wilson,RB,CIN,2558786,7/27/94,0,0,0,,186,0,32,-28,1410,,0.17,,0,,,,
Corey,Clement,RB,PHI,2559150,11/2/94,0,0,0,0,186,0,32,-28,1410,,0.64,,0,95.3,32,236.7,9.17228879
DeVeon,Smith,RB,MIA,2558998,11/8/94,0,0,0,,186,0,32,-28,1410,,0.29,,0,,,,
Devine,Redding,RB,KC,2559103,2/5/96,0,0,0,,186,0,32,-28,1410,,,,0,,,,
ITavius,Mathers,RB,JAC,2559210,11/19/93,0,0,0,,186,0,32,-28,1410,,0.15,,0,,,,
Justin,Davis,RB,LAR,2559163,11/11/95,0,0,0,0,186,0,32,-28,1410,,0.29,,0,,,,2.697130773
Taquan,Mizzell,RB,BAL,2558975,10/21/93,0,0,0,0,186,0,32,-28,1410,,0.36,,0,,,,2.697130773
Bralon,Addison,RB,FA,2556457,10/12/93,0,0,0,,186,0,32,-28,1410,,2.22,,1,,,,
Brandon,Burks,RB,FA,2556728,11/1/93,0,0,0,0,186,0,32,-28,1410,,0.31,,1,,,,2.697130773
Cedric,ONeal,RB,FA,2556760,1/29/94,0,0,0,,186,0,32,-28,1410,,0.14,,1,,,,
Devon,Johnson,RB,FA,2556854,7/28/93,0,0,0,0,186,0,32,-28,1410,,,,1,,,,2.697130773
Don,Jackson,RB,FA,2556563,9/7/93,0,0,0,0,186,0,32,-28,1410,,0.28,,1,,,,2.697130773
Elijhaa,Penny,RB,ARI,2556762,8/17/93,0,0,0,0,186,0,32,-28,1410,,0.07,,1,,,,2.697130773
Jhurell,Pressley,RB,FA,2556656,5/20/92,0,0,0,0,186,0,32,-28,1410,,,,1,,,,2.697130773
Keith,Marshall,RB,WAS,2555459,2/16/94,0,0,0,0,186,0,32,-28,1410,,0.38,,1,,,,2.697130773
Kelvin,Taylor,RB,ATL,2555462,9/28/93,0,0,0,0,186,0,32,-28,1410,,0.15,,1,,,,2.697130773
Tra,Carson,RB,CIN,2556493,10/24/92,0,0,0,0,186,0,32,-28,1410,,0.69,,1,,,,2.697130773
Tre,Madden,RB,SEA,2556603,8/16/93,0,0,0,0,186,0,32,-28,1410,,1.14,,1,,,,2.697130773
Bronson,Hill,RB,MIN,2554357,1/2/93,0,0,0,,186,0,32,-28,1410,,0.04,,2,,,,
David,Cobb,RB,FA,2552376,6/3/93,0,0,0,0,186,0,32,-28,1410,,0.4,,2,,,,2.697130773
Dreamius,Smith,RB,FA,2553848,9/8/92,0,0,0,,186,0,32,-28,1410,,,,2,,,,
George,Farmer,RB,FA,2553767,7/4/93,0,0,0,,186,0,32,-28,1410,,7.62,,2,,,,
Karlos,Williams,RB,FA,2552380,5/4/93,0,0,0,,186,0,32,-28,1410,,0.25,,2,,,,
David,Fluellen,RB,TEN,2550289,1/29/92,0,0,0,0,186,0,32,-28,1410,,0.15,,3,,,,2.697130773
Dri,Archer,RB,FA,2543596,8/9/91,0,0,0,,186,0,32,-28,1410,,0.35,,3,,,,
Tre,Mason,RB,FA,2543502,8/6/93,0,0,0,,186,0,32,-28,1410,,0.28,,3,,,,
Tyler,Gaffney,RB,JAC,2543655,4/20/91,0,0,0,0,186,0,32,-28,1410,,0.17,,3,,,,2.697130773
Christine,Michael,RB,IND,2539322,11/9/90,0,0,0,0,186,0,32,-28,1410,,0.67,,4,,,,2.697130773
Denard,Robinson,RB,FA,2539260,9/22/90,0,0,0,0,186,0,32,-28,1410,,0.07,,4,,,,2.697130773
Mike,James,RB,DET,2540224,4/13/91,0,0,0,0,186,0,32,-28,1410,,0.08,,4,,,,2.697130773
Bernard,Pierce,RB,FA,2533545,5/10/91,0,0,0,,186,0,32,-28,1410,,0.08,,5,,,,
Daryl,Richardson,RB,IND,2534789,4/12/90,0,0,0,0,186,0,32,-28,1410,,,,5,,,,2.697130773
DuJuan,Harris,RB,JAC,2530690,9/3/88,0,0,0,0,186,0,32,-28,1410,,0.17,,6,,,,2.697130773
Jordan,Todman,RB,HOU,2495472,2/24/90,0,0,0,0,186,0,32,-28,1410,,0.08,,6,,,,2.697130773
Stevan,Ridley,RB,DEN,2495470,1/27/89,0,0,0,0,186,0,32,-28,1410,,0.18,,6,,,,2.697130773
Dexter,McCluster,RB,FA,497190,8/25/88,0,0,0,0,186,0,32,-28,1410,,0.13,,7,,,,2.697130773
James,Starks,RB,FA,497206,2/25/86,0,0,0,0,186,0,32,-28,1410,,0.1,,7,88,9.9,280,4.168760279
Ryan,Mathews,RB,FA,497188,10/10/87,0,0,0,0,186,0,32,-28,1410,,0.7,,7,73.8,13.2,210.4,4.915893496
Will,Tukuafu,RB,FA,2527672,1/3/84,0,0,0,,186,0,32,-28,1410,,,,7,,,,
Rashad,Jennings,RB,FA,71345,3/26/85,0,0,0,0,186,0,32,-28,1410,,0.38,,8,91.2,9.3,304,4.032917876
Justin,Forsett,RB,FA,927,10/14/85,0,0,0,0,186,0,31,-28,1410,,0.92,,9,,,,2.697130773
DeAngelo,Williams,RB,FA,2495979,4/25/83,0,0,0,0,186,0,32,-28,1410,,0.39,,11,82.1,11.8,227.3,4.598927889
Stepfan,Taylor,RB,FA,2539315,6/9/91,-0.07,-0.112,0,0.080829038,233,,32,-28.07,1457,,0.25,,4,,,,2.716957309
Frank,Clark,DL,SEA,2552629,6/14/93,64.25,50.85,77.65,23.68807717,39,0.2,17,-28.075,1458,,1.13,,2,,,,6.488983358
Gerald,McCoy,DL,TB,496816,2/25/88,64.2,62.76,65.64,2.545584412,40,0.6875,17,-28.125,1459,,1.16,,7,,,,3.086308151
Bryce,Treggs,WR,PHI,2556697,4/30/94,4.849270667,-0.128666667,9.244145333,4.663995955,193,0.118866,24,-28.15072933,1460,,0.17,,1,,,,3.854862083
Keshawn,Martin,WR,FA,2532900,3/15/90,4.766,0.9532,8.5788,6.740141838,194,0.132033,24,-28.234,1461,,0.14,,5,,,,4.299744274
DeAndre,Smelter,WR,SF,2552627,12/3/91,4.694809333,-0.112,12.54080133,6.996852405,195,0.124112833,24,-28.30519067,1462,,0.33,,2,,,,4.354752913
Linval,Joseph,DL,MIN,496802,10/10/88,63.9,59.58,68.22,7.636753237,41,0.9125,17,-28.425,1463,,1.04,,7,,,,3.905681445
Tommylee,Lewis,WR,NO,2556752,10/24/92,4.573124667,1.422,7.008413333,2.835170398,196,0.040523833,24,-28.42687533,1464,,0.36,,1,,,,3.462976364
Lucky,Whitehead,WR,NYJ,2553621,6/2/92,4.568268333,-0.357,10.664122,6.148960279,197,0.152441667,24,-28.43173167,1465,,0.15,,2,,,,4.17306428
Corey,Fuller,WR,NO,2540261,6/23/90,4.496933333,-0.4,10.30736,5.447084099,198,0.209023333,24,-28.50306667,1466,,0.13,,4,,,,4.022664342
Freddie,Martino,WR,TB,2550223,9/7/91,4.33472,-0.1,9.0848,4.572780348,199,0.167545,24,-28.66528,1467,,0.06,,3,,,,3.835316154
Austin,Carr,WR,NE,2558928,12/25/93,4.2411,0.108,6.89376,4.748997397,200,0.255463667,25,-28.7589,1468,,0.3,,0,,,,3.873076423
Quan,Bray,WR,IND,2553467,4/28/93,4.09325,0.292,7.444725,3.265452572,201,0.306856,25,-28.90675,1469,,0.19,,2,,,,3.5551784
Tre,McBride,WR,TEN,2552428,12/1/92,3.878022667,-0.158,10.22081467,5.607326175,202,0.30554,25,-29.12197733,1470,,0.16,,2,,,,4.05700145
Jonathan,Allen,DL,WAS,2557844,1/16/95,63.125,60.025,66.225,5.480077554,42,0.3375,17,-29.2,1471,,1.02,,0,,,,3.558585814
Mario,Alford,WR,CLE,2552650,2/25/92,3.694765333,-0.235333333,8.771806667,4.682108152,203,0.254540333,25,-29.30523467,1472,,0.21,,2,,,,3.858743214
Star,Lotulelei,DL,CAR,2539329,12/20/89,62.85,62.85,62.85,,43,1.25,18,-29.475,1473,,0.4,,4,,,,
Donteea,Dye,WR,TB,2553876,8/20/93,3.4502,0.224,6.05828,2.965300293,204,0.047285833,25,-29.5498,1474,,0.12,,2,,,,3.490860952
Tavarres,King,WR,NYG,2539235,7/14/90,3.43025,0.218,5.37092,2.545433122,205,0.084585833,25,-29.56975,1475,,0.15,,4,,,,3.400890672
Kyle,Williams,DL,BUF,2506931,3/19/84,62.725,60.905,64.545,3.217335854,44,2.45,18,-29.6,1476,,0.92,,11,,,,3.194419905
Mike,Thomas,WR,LAR,2556381,8/16/94,3.375578333,0.188426,8.350358667,5.274011091,206,0.095728333,25,-29.62442167,1477,,0.25,,1,,,,3.985577786
Jace,Billingsley,WR,DET,2556473,5/17/93,3.31575,0,7.0386,3.828466312,207,0.143675,25,-29.68425,1478,,0.21,,1,,,,3.675822516
Damiere,Byrd,WR,CAR,2553499,1/27/93,3.24395,0.0264,6.83008,3.695881577,208,0.2752475,25,-29.75605,1479,,0.7,,2,,,,3.647411898
Wendall,Williams,WR,HOU,2556710,9/18/90,3.1002,0.34912,5.77408,2.668917893,209,0.2793475,25,-29.8998,1480,,0.18,,1,124.9,33.4,268.5,7.745184565
Eric,Weems,WR,TEN,2507029,7/4/85,2.837205,-0.121333333,7.185586,4.457308049,210,0.113595,25,-30.162795,1481,,0.17,,10,,,,3.810572436
Jake,Lampman,WR,NO,2556882,6/11/93,2.8045,0,5.9492,3.234724223,211,0.171315,25,-30.1955,1482,,0.91,,1,,,,3.548593846
Aaron,Burbridge,WR,SF,2555362,12/23/93,2.64272,0.272,4.7268,2.105065645,212,0.023576667,25,-30.35728,1483,,0.2,,1,,,,3.306527531
Demarcus,Ayers,WR,PIT,2555465,7/7/94,2.62365,0,5.54276,2.993197042,213,0.015998333,25,-30.37635,1484,,0.23,,1,,,,3.496838744
Alex,Erickson,WR,CIN,2556519,11/6/92,2.614636667,-0.342666667,4.885493333,2.508608378,214,0.021603333,25,-30.38536333,1485,,0.23,,1,,,,3.392999766
Nick,Williams,WR,ATL,2540279,11/23/90,2.600666667,-0.093333333,7.3752,5.290595598,215,0.037966667,25,-30.39933333,1486,,0.1,,4,,,,3.98913156
Aaron,Dobson,WR,ARI,2539256,7/23/91,2.5854,-0.12,6.6326,3.640615992,216,0.0756,25,-30.4146,1487,,0.17,,4,,,,3.635569439
Jordan,Norwood,WR,FA,71417,9/28/86,2.54,0.16,4.224,2.731446503,217,0.113033333,25,-30.46,1488,,0.5,,8,,,,3.440750126
Daniel,Braverman,WR,CHI,2556144,9/28/93,2.4796,-0.1,6.233,3.189224462,218,0.157133333,25,-30.5204,1489,,0.2,,1,,,,3.538844033
Kalif,Raymond,WR,DEN,2556661,8/8/94,2.374333333,0,5.6984,4.112465967,219,0.118433333,25,-30.62566667,1490,,0.55,,1,,,,3.736678736
Jeremy,Ross,WR,ARI,2530598,3/6/88,2.2706,0,5.2465,2.612753471,220,0.0303,25,-30.7294,1491,,0.11,,6,,,,3.41531626
Seantavius,Jones,WR,KC,2550359,8/9/92,2.2412,0,5.49488,3.978739575,221,0.090646667,25,-30.7588,1492,,0.14,,3,,,,3.70802348
Jordan,Payton,WR,CLE,2555370,9/1/93,2.2394,0.158,4.30628,2.309594296,222,0.352846667,25,-30.7606,1493,,0.34,,1,,,,3.350354487
